name,cr,type,size,ac,hp,align,legendary,str,dex,con,int,wis,cha,Action,Speed_Scraped,Skill,XP
tarrasque,30,monstrosity (titan),Gargantuan,25,676,unaligned,Legendary,30,11,30,3,11,11,"Multiattack. The tarrasque can use its Frightful Presence. It then makes five attacks: one with its bite, two with its claws, one with its horns, and one with its tail. It can use its Swallow instead of its bite.Bite. Melee Weapon Attack: +19 to hit, reach 10 ft., one target. Hit: 36 (4d12 + 10) piercing damage. If the target is a creature, it is grappled (escape DC 20). Until this grapple ends, t",40 ft.,,155000
tiger,1,beast,Large,12,37,unaligned,,17,15,14,3,12,8,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage.Claw. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage.Monster Manual (SRD)",40 ft.,"Perception +3, Stealth +6",200
blood-hawk,1,beast,Small,12,7,unaligned,,6,14,10,3,14,5,"Beak. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.Taking its name from its crimson feathers and aggressive nature, the blood hawk fearlessly attacks with its daggerlike beak.Monster Manual (SRD)","10 ft., fly 60 ft.",Perception +4,25
treant,9,plant,Huge,16,138,chaotic good,,23,8,21,12,16,12,"Multiattack. The treant makes two slam attacks.Slam. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 16 (3d6 + 6) bludgeoning damage.Rock. Ranged Weapon Attack: +10 to hit, range 60/180 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.Animate Trees (1/Day). The treant magically animates one or two trees it can see within 60 feet of it. These trees have the same statistics as a",30 ft.,,5000
giant-rat,1,beast,Small,12,7,unaligned,,7,15,11,2,10,4,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.Monster Manual (SRD)",30 ft.,,25
triceratops,5,beast,Huge,13,95,unaligned,,22,9,17,2,11,5,"Gore. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 24 (4d8 + 6) piercing damage.Stomp. Melee Weapon Attack: +9 to hit, reach 5 ft., one prone creature. Hit: 22 (3d10 + 6) bludgeoning damageOne of the most aggressive of the herbivorous dinosaurs, a triceratops possesses great horns and formidable speed, which it uses to gore and trample would-be predators to death.Monster Manual (S",50 ft.,,1800
goblin,1,humanoid (goblinoid),Small,15,7,neutral evil,,8,14,10,10,8,8,"Scimitar. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) slashing damage.Shortbow. Ranged Weapon Attack: +4 to hit, range 80/320 ft., one target. Hit: 5 (1d6 + 2) piercing damage.Goblins are small, black-hearted humanoids that lair in despoiled dungeons and other dismal settings. Individually weak, they gather in large numbers to torment other creatures.Monster Manual (S",30 ft.,Stealth +6,50
troll,5,giant,Large,15,84,chaotic evil,,18,13,20,7,9,7,"Multiattack. The troll makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) piercing damage.Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.Fearsome green-skinned giants, trolls eat anything they can catch and devour. Only acid and fire can arrest the regenerati",30 ft.,Perception +2,1800
pseudodragon,1,dragon,Tiny,13,7,neutral good,,6,15,13,10,12,10,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.Sting. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or become poisoned for 1 hour. If the saving throw fails by 5 or more, the target falls unconscious for the same duration, or until it take","15 ft., fly 60 ft.","Perception +3, Stealth +4",50
tyrannosaurus-rex,8,beast,Huge,13,136,unaligned,,25,10,19,2,12,9,"Multiattack. The tyrannosaurus makes two attacks: one with its bite and one with its tail. It can't make both attacks against the same target.Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 33 (4d12 + 7) piercing damage. If the target is a Medium or smaller creature, it is grappled (escape DC 17). Until this grapple ends, the target is restrained, and the tyrannosaurus can't ",50 ft.,Perception +4,3900
umber-hulk,5,monstrosity,Large,18,93,chaotic evil,,20,13,16,9,10,10,"until the start of its next turn and rolls a d8 to determine what it does during that turn. On a 1 to 4, the creature does nothing. On a 5 or 6, the creature takes no action but uses all its movement to move in a random direction. On a 7 or 8, the creature makes one melee attack against a random creature, or it does nothing if no creature is within reach. Unless surprised, a creature can avert its","30 ft., burrow 20 ft.",,1800
unicorn,5,celestial,Large,12,67,lawful good,Legendary,18,14,15,11,17,16,"Multiattack. The unicorn makes two attacks: one with its hooves and one with its horn.Hooves. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.Horn. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage.Healing Touch (3/Day). The unicorn touches another creature with its horn. The target magically regains 11 (2d8 + 2)",50 ft.,,1800
vampire,13,undead (shapechanger),Medium,16,144,lawful evil,Legendary,18,18,18,17,15,18,", speak, or manipulate objects. It is weightless, has a flying speed of 20 feet, can hover, and can enter a hostile creature's space and stop there. In addition, if air can pass through a space, the mist can do so without squeezing, and it can't pass through water. It has advantage on Strength, Dexterity, and Constitution saving throws, and it is immune to all nonmagical damage, except the damage ",30 ft.,"Perception +7, Stealth +9",10000
vampire-spawn,5,undead,Medium,15,82,neutral evil,,16,16,16,11,10,12,"Multiattack. The vampire makes two attacks, only one of which can be a bite attack.Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 8 (2d4 + 3) slashing damage. Instead of dealing damage, the vampire can grapple the target (escape DC 13).Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one willing creature, or a creature that is grappled by the vampire, incapacitated, or re",30 ft.,"Perception +3, Stealth +6",1800
winged-kobold,1,humanoid (kobold),Small,13,7,lawful evil,,7,16,9,8,7,8,"Dagger. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage.Dropped Rock. Ranged Weapon Attack: +5 to hit, one target directly below the kobold. Hit: 6 (1d6 + 3) bludgeoning damage.Monster Manual (BR+)","30 ft., fly 30 ft.",,50
venerable-shadow,2,undead,Medium,13,27,chaotic evil,,6,16,13,6,12,10,"Strength Drain. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 12 (2d8 + 3) necrotic damage, and the target's Strength score is reduced by 1d4. The target dies if this reduces its Strength to 0. Otherwise, the reduction lasts until the target finishes a short or long rest. If a non-evil humanoid dies from this attack, a new shadow (CR 1/2) rises from the corpse 1d2 hours later.Ext",40 ft.,Stealth +5 (+7 in dim light or darkness),450
veteran,3,humanoid (any race),Medium,17,58,any alignment,,16,13,14,10,11,10,"Multiattack. The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.Heavy Crossbow. Rang",30 ft.,"Athletics +5, Perception +2",700
flying-snake,1,beast,Tiny,14,5,unaligned,,4,18,11,2,12,5,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 1 piercing damage plus 7 (3d4) poison damage.A flying snake is a brightly colored, winged serpent found in remote jungles.Monster Manual (SRD)","30 ft., fly 60 ft., swim 30 ft.",,25
kobold,1,humanoid (kobold),Small,12,5,lawful evil,,7,15,9,8,7,8,"Dagger. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.Sling. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 4 (1d4 + 2) bludgeoning damage.Kobolds are craven reptilian humanoids that commonly infest dungeons. They make up for their physical ineptitude with a cleverness for trap making.Monster Manual (SRD)",30 ft.,,25
vrock,6,fiend (demon),Large,15,104,chaotic evil,,17,15,18,8,13,8,"Multiattack. The vrock makes two attacks: one with its beak and one with its talons.Beak. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage.Talons. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 14 (2d10 + 3) slashing damage.Spores (Recharge 6). A 15-foot-radius cloud of toxic spores extends out from the vrock. The spores spread around corner","40 ft., fly 60 ft.",,2300
vulture,0,beast,Medium,10,5,unaligned,,7,10,13,2,12,4,"Beak. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) piercing damage.Monster Manual (SRD)","10 ft., fly 50 ft.",Perception +3,10
mastiff,1,beast,Medium,12,5,unaligned,,13,14,12,3,12,7,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.Mastiffs are impressive hounds prized by humanoids for their loyalty and keen senses.Monster Manual (SRD)",40 ft.,Perception +3,25
water-elemental,5,elemental,Large,14,114,neutral,,18,14,18,5,10,8,"Multiattack. The elemental makes two slam attacks.Slam. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.Whelm (Recharge 4-6). Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also grappled (escape DC 14). Until this grapple ends","30 ft., swim 90 ft.",,1800
water-weird,3,elemental,Large,13,58,neutral,,17,16,13,11,10,10,"Constrict. Melee Weapon Attack: +5 to hit, reach 10 ft., one creature. Hit: 13 (3d6 + 3) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 13) and pulled 5 feet toward the water weird. Until this grapple ends, the target is restrained, the water weird tries to drown it, and the water weird can't constrict another target.Monster Manual (BR+)","0 ft., swim 60 ft.",,700
weasel,0,beast,Tiny,13,1,unaligned,,3,16,8,2,12,3,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 1 piercing damage.Monster Manual (SRD)",30 ft.,"Perception +3, Stealth +5",10
werebear,5,"humanoid (human, shapechanger)",Medium,10,135,neutral good,,19,10,17,11,12,12,"Multiattack. In bear form, the werebear makes two claw attacks. In humanoid form, it makes two greataxe attacks. In hybrid form, it can attack like a bear or a humanoid.Bite (Bear or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage. If the target is a humanoid, it must succeed on a DC 14 Constitution saving throw or be cursed with wereb","30 ft. (40 ft., climb 30 ft. in bear or hybrid form)",Perception +7,1800
wereboar,4,"humanoid (human, shapechanger)",Medium,10,78,neutral evil,,17,10,15,10,11,8,"Multiattack (Humanoid or Hybrid Form Only). The wereboar makes two attacks, only one of which can be with its tusks.Maul (Humanoid or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage.Tusks (Boar or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage. If the target is a humanoid",30 ft. (40 ft. in boar form),Perception +2,1100
wererat,2,"humanoid (human, shapechanger)",Medium,12,33,lawful evil,,10,15,12,11,10,8,"Multiattack (Humanoid or Hybrid Form Only). The wererat makes two attacks, only one of which can be a bite.Bite (Rat or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 11 Constitution saving throw or be cursed with wererat lycanthropy.Shortsword (Humanoid or Hybrid Form Only). Melee W",30 ft.,"Perception +2, Stealth +4",450
weretiger,4,"humanoid (human, shapechanger)",Medium,12,120,neutral,,17,15,16,10,13,11,"Multiattack (Humanoid or Hybrid Form Only). In humanoid form, the weretiger makes two scimitar attacks or two longbow attacks. In hybrid form, it can attack like a humanoid or make two claw attacks.Bite (Tiger or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage. If the target is a humanoid, it must succeed on a DC 13 Constitution saving ",30 ft. (40 ft. in tiger form),"Perception +5, Stealth +4",1100
werewolf,3,"humanoid (human, shapechanger)",Medium,11,58,chaotic evil,,15,13,14,10,11,10,"Multiattack (Humanoid or Hybrid Form Only). The werewolf makes two attacks: two with its spear (humanoid form) or one with its bite and one with its claws (hybrid form).Bite (Wolf or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with werewol",30 ft. (40 ft. in wolf form),"Perception +4, Stealth +3",700
white-dragon-wyrmling,2,dragon,Medium,16,32,chaotic evil,,14,10,14,5,10,11,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage plus 2 (1d4) cold damage.Cold Breath (Recharge 5-6). The dragon exhales an icy blast of hail in a 15-foot cone. Each creature in that area must make a DC 12 Constitution saving throw, taking 22 (5d8) cold damage on a failed save, or half as much damage on a successful one.Monster Manual (SRD)","30 ft., burrow 15 ft., fly 60 ft., swim 30 ft.","Perception +4, Stealth +2",450
wight,3,undead,Medium,14,45,neutral evil,,15,14,16,10,13,15,"Multiattack. The wight makes two longsword attacks or two longbow attacks. It can use its Life Drain in place of one longsword attack.Life Drain. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) necrotic damage. The target must succeed on a DC 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts unt",30 ft.,"Perception +3, Stealth +4",700
wild-dog,1,beast,Medium,12,5,unaligned,,13,14,12,3,12,7,"Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage.Extra (Adventurers League)",40 ft.,Perception +3,25
wild-dog-alpha,1,beast,Large,12,26,unaligned,,17,15,13,3,12,8,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.Extra (Adventurers League)",50 ft.,Perception +3,200
will-o--wisp,2,undead,Tiny,19,22,chaotic evil,,1,28,10,13,14,11,"Shock. Melee Spell Attack: +4 to hit, reach 5 ft., one creature. Hit: 9 (2d8) lightning damage.Invisibility. The will-o'-wisp and its light magically become invisible until it attacks or uses its Consume Life, or until its concentration ends (as if concentrating on a spell).Monster Manual (SRD)","0 ft., fly 50 ft. (hover)",,450
giant-centipede,1,beast,Small,13,4,unaligned,,5,14,12,1,7,3,"Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or take 10 (3d6) poison damage. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way.Monster Manual (SRD)","30 ft., climb 30 ft.",,50
winter-wolf,3,monstrosity,Large,13,75,neutral evil,,18,13,14,7,12,8,"Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be knocked prone.Cold Breath (Recharge 5-6). The wolf exhales a blast of freezing wind in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 18 (4d8) cold damage on a failed save, ",50 ft.,"Perception +5, Stealth +3",700
twig-blight,1,plant,Small,13,4,neutral evil,,6,13,12,4,8,3,"Claws. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 3 (1d4 + 1) piercing damage.A twig blight is an awakened plant that resembles a woody shrub that can pull its roots free of the ground. Its branches twist together to form a humanoid-looking body with a head and limbs.Monster Manual (BR)",20 ft.,Stealth +3,25
poisonous-snake,1,beast,Tiny,13,2,unaligned,,2,16,11,1,10,3,"Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 1 piercing damage, and the target must make a DC 10 Constitution saving throw, taking 5 (2d4) poison damage on a failed save, or half as much damage on a successful one.Monster Manual (SRD)","30 ft., swim 30 ft.",,25
wraith,5,undead,Medium,13,67,neutral evil,,6,16,16,12,14,15,,"0 ft., fly 60 ft. (hover)",,1800
wyvern,6,dragon,Large,13,110,unaligned,,19,10,16,5,12,6,"Multiattack. The wyvern makes two attacks: one with its bite and one with its stinger. While flying, it can use its claws in place of one other attack.Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 11 (2d6 + 4) piercing damage.Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.Stinger. Melee Weapon Attack: +7 to hit, reach 10 f","20 ft., fly 80 ft.",Perception +4,2300
xorn,5,elemental,Medium,19,73,neutral,,17,10,22,11,10,11,"Multiattack. The xorn makes three claw attacks and one bite attack.Claw. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (3d6 + 3) piercing damage.Monster Manual (SRD)","20 ft., burrow 20 ft.","Perception +6, Stealth +3",1800
sprite,1,fey,Tiny,15,2,neutral good,,3,18,10,14,13,11,,"10 ft., fly 40 ft.","Perception +3, Stealth +8",50
stirge,1,beast,Tiny,14,2,unaligned,,4,16,11,2,8,6,"Blood Drain. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 5 (1d4 + 3) piercing damage, and the stirge attaches to the target. While attached, the stirge doesn't attack. Instead, at the start of each of the stirge's turns, the target loses 5 (1d4 + 3) hit points due to blood loss. The stirge can detach itself by spending 5 feet of its movement. It does so after it drains 10 hit p","10 ft., fly 40 ft.",,25
yeti,3,monstrosity,Large,12,51,chaotic evil,,18,13,16,8,12,7,"Multiattack. The yeti can use its Chilling Gaze and makes two claw attacks.Claw. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) slashing damage plus 3 (1d6) cold damage.Chilling Gaze. The yeti targets one creature it can see within 30 feet of it. If the target can see the yeti, the target must succeed on a DC 13 Constitution saving throw against this magic or take 10 (3d","40 ft., climb 40 ft.","Perception +3, Stealth +3",700
young-black-dragon,7,dragon,Large,18,127,chaotic evil,,19,14,17,12,11,15,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 4 (1d8) acid damage.Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.Acid Breath (Recharge 5-6). The dragon exhales acid in a 30-foot line that is 5 feet wide. Ea","40 ft., fly 80 ft., swim 40 ft.","Perception +6, Stealth +5",2900
young-blue-dragon,9,dragon,Large,18,152,lawful evil,,21,10,19,14,13,17,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) piercing damage plus 5 (1d10) lightning damage.Claw. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage.Lightning Breath (Recharge 5-6). The dragon exhales lightning in an 60-foot line that i","40 ft., burrow 20 ft., fly 80 ft.","Perception +9, Stealth +4",5000
young-brass-dragon,6,dragon,Large,17,110,chaotic good,,19,10,17,12,11,15,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage.Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.Fire Breath. The dragon exhales fir","40 ft., burrow 20 ft., fly 80 ft.","Perception +6, Persuasion +5, Stealth +3",2300
young-bronze-dragon,8,dragon,Large,18,142,lawful good,,21,10,19,14,13,17,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) piercing damage.Claw. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage.Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.Lightning Breath. The dragon exhale","40 ft., fly 80 ft., swim 40 ft.","Insight +4, Perception +7, Stealth +3",3900
young-copper-dragon,7,dragon,Large,17,119,chaotic good,,19,12,17,16,13,15,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage.Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.Acid Breath. The dragon exhales aci","40 ft., climb 40 ft., fly 80 ft.","Deception +5, Perception +7, Stealth +4",2900
young-gold-dragon,10,dragon,Large,18,178,lawful good,,23,14,21,16,13,20,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage.Claw. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.Fire Breath. The dragon exhales f","40 ft., fly 80 ft., swim 40 ft.","Insight +5, Perception +9, Persuasion +9, Stealth +6",5900
young-green-dragon,8,dragon,Large,18,136,lawful evil,,19,12,17,16,13,15,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 7 (2d6) poison damage.Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.Poison Breath (Recharge 5-6). The dragon exhales poisonous gas in a 30-foot cone. Each crea","40 ft., fly 80 ft., swim 40 ft.","Deception +5, Perception +7, Stealth +4",3900
young-red-dragon,10,dragon,Large,18,178,chaotic evil,,23,10,21,14,11,19,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage plus 3 (1d6) fire damage.Claw. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.Fire Breath (Recharge 5-6). The dragon exhales fire in a 30-foot cone. Each creature in tha","40 ft., climb 40 ft., fly 80 ft.","Perception +8, Stealth +4",5900
young-silver-dragon,9,dragon,Large,18,168,lawful good,,23,10,21,14,11,19,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 17 (2d10 + 6) piercing damage.Claw. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 13 (2d6 + 6) slashing damage.Breath Weapons (Recharge 5-6). The dragon uses one of the following breath weapons.Cold Breath. The dragon exhales a","40 ft., fly 80 ft.","Arcana +6, History +6, Perception +8, Stealth +4",5000
young-white-dragon,6,dragon,Large,17,133,chaotic evil,,18,10,18,6,11,12,"Multiattack. The dragon makes three attacks: one with its bite and two with its claws.Bite. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 4 (1d8) cold damage.Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.Cold Breath (Recharge 5-6). The dragon exhales an icy blast in a 30-foot cone. Each creature ","40 ft., burrow 20 ft., fly 80 ft., swim 40 ft.","Perception +6, Stealth +3",2300
yuan-ti-abomination,7,"monstrosity (shapechanger, yuan-ti)",Large,15,127,neutral evil,,19,16,17,17,15,18,"Multiattack (Abomination Form Only). The yuan-ti makes two ranged attacks or three melee attacks, but can use its bite and constrict attacks only once each.Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one creature. Hit: 7 (1d6 + 4) piercing damage plus 10 (3d6) poison damage.Constrict. Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage, and the tar",40 ft.,"Perception +5, Stealth +6",2900
yuan-ti-malison,3,"monstrosity (shapechanger, yuan-ti)",Medium,12,66,neutral evil,,16,14,13,14,12,16,"For Type 1Multiattack (Yuan-ti Form Only). The yuan-ti makes two ranged attacks or two melee attacks, but can use its bite only once.Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 5 (1d4 + 3) piercing damage plus 7 (2d6) poison damage.Scimitar (Yuan-ti Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.Longbow (Yuan-ti Form ",30 ft.,"Deception +5, Stealth +4",700
yuan-ti-nightmare-speaker,4,"monstrosity (shapechanger, yuan-ti)",Medium,14,71,neutral evil,,16,14,13,14,12,16,Multiattack.Constrict.Scimitar (Yuan-ti Form Only).Spectral Fangs.Invoke Nightmare (Recharges after a Short or Long Rest).Spellcasting (Yuan-ti Form Only).Bonus actionsChange Shape.Monsters of the Multiverse,30 ft.,"Deception +5, Stealth +4",1100
yuan-ti-pureblood,1,humanoid (yuan-ti),Medium,11,40,neutral evil,,11,12,11,13,12,14,"Multiattack. The yuan-ti makes two melee attacks.Scimitar. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) slashing damage.Shortbow. Ranged Weapon Attack: +3 to hit, range 80/320 ft., one target. Hit: 4 (1d6 + 1) piercing damage plus 7 (2d6) poison damage.Appear mostly human, with minor reptilian features, such as slitted eyes, a forked tongue, or patches of scales on the",30 ft.,"Deception +6, Perception +3, Stealth +3",200
